name,skills,interest_area
Adilson A.,"['Android', 'Mineração de Dados', 'Java', 'Javascript', 'Mobile', 'Python']","['Desenvolvimento de Games', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Alexssandro F.,"['Java', 'MySQL', 'PHP', 'Python']","['Banco de Dados', 'Desenvolvimento Desktop', 'Gestão de Projetos']"
Luís C.,"['MySQL', 'Entrada de Dados', 'Mineração de Dados', 'ABBYY FineReader', 'Python']","['Banco de Dados', 'Entrada de Dados', 'Análise de Dados & Estatística']"
Rodrigo De A.,"['MySQL', 'Microsoft Office', 'Python']","['Banco de Dados', 'Outra - Vendas & Marketing', 'Outra - Administração & Contabilidade']"
D H,"['Java', 'Python', 'Ruby', 'Swift', 'ABBYY FineReader', 'Framework JavaScript', 'Javascript', 'ABAP', 'Programação C#', 'UX Design']","['UX/UI & Web Design', 'Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Cloud Computing']"
João C.,"['Amazon Web Services', 'Desenvolvimento de API', 'Django', 'ETL', 'Python', 'Webservice', 'PostgreSQL']","['UX/UI & Web Design', 'Desenvolvimento Web', 'Marketing Digital', 'Outra - Web, Mobile & Software', 'Gestão de Projetos']"
Vinícius A.,"['Business Intelligence', 'Mineração de Dados', 'Python', 'Redação de Artigos']","['Banco de Dados', 'Redação', 'Cloud Computing', 'Outra - Escrita', 'Outra - Web, Mobile & Software']"
Vinicius R.,"['Administração', 'Google ADS', 'Análise de Projetos', 'Branding Digital', 'Criatividade', 'Facebook', 'Gerenciamento de Equipes', 'Google Analytics', 'Inovador', 'Salesforce']","['Atendimento ao Consumidor', 'Marketing Digital', 'Gestão de Mídias Sociais']"
Rogério P.,"['Análise de Projetos', 'Banco De Dados', 'Mineração de Dados', 'Estatísticas', 'Gerenciamento de Projetos', 'Professor', 'Python']","['Análise de Dados & Estatística', 'Gestão de Projetos', 'Planejamento de Negócios']"
Douglas D.,"['Android', 'Arquitetura de Software', 'Criativo', 'Desenvolvimento de API', 'GIT', 'Mobile', 'PHP', 'Python', 'Wordpress', 'UML Design']","['UX/UI & Web Design', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Rodrigo E.,"['Banco De Dados', 'CSS3', 'HTML', 'Javascript', 'Python']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Assistente Virtual', 'Entrada de Dados']"
Karolyne B.,"['Banco De Dados', 'Entrada de Dados', 'Visual Basic', 'Excel', 'Python', 'SQL', 'Inglês Avançado', 'Espanhol', 'Power BI\xa0', 'Análise de Dados']","['Banco de Dados', 'Teste de Software', 'Entrada de Dados', 'Análise de Dados & Estatística', 'Outra - Educação & Consultoria']"
Carlos E.,"['Banco De Dados', 'Java', 'Python', 'Excel', 'Análise de Projetos', 'Análise de Requisitos', 'PowerBI', 'Análise de Dados', 'Linguagem de Programação R']","['Banco de Dados', 'Planilhas e Relatórios', 'Análise de Dados & Estatística', 'Gestão de Projetos', 'Tecnologia da Informação']"
Leonardo N.,"['Angular', 'CSS3', 'HTML5', 'Java', 'Javascript', 'MySQL', 'PHP', 'SQL']","['Design Gráfico', 'UX/UI & Web Design', 'Redação', 'Edição & Revisão', 'Desenvolvimento Web']"
Clovis H.,"['Excel', 'MySQL', 'SQL']","['Redação', 'Planilhas e Relatórios']"
Julia V.,"['Liderança', 'Organização', 'Pontual']","['Atendimento ao Consumidor', 'Comercial', 'Assistente Virtual']"
Renan S.,"['Big Data', 'Business Intelligence', 'Excel', 'Francês', 'Inglês Fluente', 'Linguagem de Programação R', 'Power BI\xa0', 'Python', 'SQL', 'Tableau']","['UX/UI & Web Design', 'Banco de Dados', 'Marketing Digital', 'Outra - Web, Mobile & Software', 'Engenharia Elétrica & Eletrônica']"
Marcella D.,"['Entrada de Dados', 'Excel', 'Word']","['Assistente Virtual', 'Planilhas e Relatórios', 'Entrada de Dados', 'Planejamento de Negócios', 'Outra - Administração & Contabilidade']"
Crislayne D.,"['Banco De Dados', 'Comunicação Corporativa', 'Comunicação Digital', 'Mineração de Dados', 'Armazenagem de Dados', 'Digitação Avançada', 'Entrada de Dados', 'Microsoft Office', 'Suporte Técnico', 'Windows Server']","['Banco de Dados', 'Atendimento ao Consumidor', 'Marketing Digital', 'Edição de Imagens', 'Outra - Web, Mobile & Software']"
Tayro S.,"['Excel', 'Google Analytics', 'Microsoft SQL Server']","['Marketing Digital', 'Pesquisa de Mercado', 'Planilhas e Relatórios', 'Entrada de Dados', 'Análise de Dados & Estatística']"
Debora G.,"['Business Intelligence', 'Mineração de Dados', 'Armazenagem de Dados', 'ETL']","['UX/UI & Web Design', 'Desenvolvimento Web', 'Outra - Web, Mobile & Software']"
Yuri N.,"['Mineração de Dados', 'Estatísticas', 'MySQL', 'PHP', 'Python']","['Inglês', 'Assistente Virtual', 'Entrada de Dados', 'Outra - Engenharia & Arquitetura', 'Análise de Dados & Estatística']"
Carlos H.,"['Artigos', 'Comprometimento', 'Criptografia', 'Matemática', 'Word', 'Excel', 'Artigos Esportivos', 'Artigos Acadêmicos', 'Redação de Artigos', 'Digitação']","['Redação', 'Edição & Revisão', 'Outra - Engenharia & Arquitetura', 'Análise de Dados & Estatística']"
Jailson R.,"['.NET para Web', 'AngularJS', 'Apache', 'Arduino', 'ASP.NET MVC', 'Java', 'Pacote Adobe', 'Programação C++', 'Programação Orientada a Objetos', 'Python']","['Design Gráfico', 'Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Análise de Dados & Estatística']"
Lucas O.,"['CSS3', 'Desenvolvimento de API', 'HTML5', 'Javascript', 'NodeJS', 'Python', 'SQL']","['Banco de Dados', 'Desenvolvimento Web', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
José B.,"['Arquitetura de Software', 'ASP', 'Asp.Net', 'Desenvolvimento de API', 'Gerenciamento de Projetos', 'Levantamento de Requisitos', 'PHP', 'Programação C#', 'SQL', 'Teste de Software']","['Banco de Dados', 'Desenvolvimento Web', 'Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software']"
Breno A.,"['Agilidade', 'Excel', 'Professor', 'Sharepoint']","['Pesquisa de Mercado', 'Planilhas e Relatórios', 'Entrada de Dados', 'Pesquisa Online', 'Transcrição']"
Rubens A.,"['Amazon Web Services', 'Arquitetura de Software', 'Chatbot', 'Mineração de Dados', 'Front-End', 'Javascript', 'NoSQL Couchbase', 'Programação C++', 'Python', 'SQL']","['Banco de Dados', 'Desenvolvimento Mobile', 'Desenvolvimento Web', 'Outra - Web, Mobile & Software']"
José C.,"['Arquitetura de Software', 'Banco De Dados', 'Java', 'Javascript', 'Programação C', 'Python', 'SQL', 'Verilog / VHDL', 'Mineração de Dados', 'Estatísticas']","['Cloud Computing', 'Desenvolvimento Desktop', 'Outra - Web, Mobile & Software', 'Engenharia Elétrica & Eletrônica', 'Análise de Dados & Estatística']"
